PRO_COM;NOME;a1_1;a1_2;a2;a3;a4;a5;a6;a7;b1_1;b1_2;b2_1;b2_2;b3;b4;b5;b6;b7;b8;b9;c1;c2;c3;c4;c5;c6;c7;d1;d2;d3;d4;d5;d6;d7;d8;e1;e2_1;e2_2;e3;e4;e5;e6;f1;f2;f3_1;f3_2;f4;f5;f6;f7;f8;g1;g2_1;g2_2;g3;g4;g5;g6;g7;g8;g9;h1;h2;h3;h4;h5;h6;h7;i1;i2;i3;i4;l1;l2;l3;l4;l5;m1_1;m1_2;m2_1;m2_2;m2_3;m3_1;m3_2;m3_3;m4;n1;n2;n3;n4;n5;n6;n7;n8;o1_1;o1_2;o2_1;o2_2;o3;o4
15155;Nosate;-0,1;6,1;5,0;2,3;3,8;-2,5;5,6;0,0;91,7;2068,1;6,1;0,03;7655,6;68,5;61,2;506,1;35,8;9,3;14,5;8,6;200;148,4;0;0,0;4,3;0;47,3;276,7;67,8;0;0,87;0,09;4,8;-0,36;0,0;0;0;0;0;0;0;0,0;4;0;3;0,0;0,64;0,0;13,5;1,5;1,5;0,0;0,0;9,4;9,5;36,4;0,0;1,6;33,5;0,0;0,7;5,0;11,8;0,3;0,4;99,8;22,0;4,8;9074,0;1,1;2075,4;0,1521;72,8;43,8;167,5;1,55;0,038;0,00;0,0;0;0;39,8;11;9;0;910,4;81,4;437,6;6,7;88,2;66,9;1,0;14,9;5,941;9,1;0;0;0;0
15157;Novate Milanese;-0,1;-1,0;0,4;3,3;3,6;-13,7;2,0;-0,1;3390,8;4790,9;0,3;0,00;5579,5;51,0;95,7;195,8;18,6;52,8;9,1;2,4;175,6;139,1;0,7;0,0;4,8;11;49,9;322,3;70,8;0;0,88;0,21;4,5;0,88;39,2;0;0;0;0;0;1;0,0;4;0;3;0,0;0,61;0,3;22,6;0,1;0,9;0,0;0,0;10,2;6,2;25,4;5,6;0,7;26,6;0,3;0,4;2,9;7,6;0,2;0,1;99,8;31,3;6,4;8773,4;2,0;1669,2;0,1868;74,2;82,0;122,9;1,32;0,046;0,00;0,0;0;0;1,2;100;2;0;151,4;98,1;423,5;25,3;117,7;60,4;21,2;14,6;6,551;17,3;0;0;0;0
15158;Noviglio;0,5;39,3;2,0;3,4;-1,5;-12,5;2,6;0,1;160,8;2325,3;12,6;0,12;6386,9;79,2;39,0;272,9;35,9;31,0;32,3;33,5;57,5;124,2;0,8;0,0;9,5;2;61,8;314,1;71,3;0;0,86;0,07;3,1;-0,36;1,5;0;1;0;0;0;0;0,0;4;0;3;0,0;-0,23;0,2;10,2;0,0;0,7;0,0;0,0;6,9;6,7;27,6;4,6;1,3;15,6;0,0;0,2;5,9;5,1;0,2;1,6;99,8;19,3;2,6;9494,4;2,4;1877,6;0,1907;103,8;49,5;114,0;1,30;0,047;0,00;0,0;0;0;0,0;0;0;0;327,4;96,1;303,9;8,2;103,4;50,8;3,2;17,9;6,563;14,6;0;0;0;0
15159;Opera;-0,1;-0,1;-0,3;5,3;0,6;-9,1;1,2;0,0;1703,8;4784,7;0,2;0,00;5476,8;63,3;82,9;216,5;29,3;37,9;7,1;3,8;160,3;133,7;0,8;27,5;5;10;52;345,4;69,7;0;0,87;0,21;5,6;0,48;42,5;0;0;0;0;0;0;0,0;4;0;4;3,1;0,79;0,2;15,9;0,2;0,7;0,0;0,4;8,9;6,2;29,0;7,6;1,0;24,1;0,0;0,3;2,0;4,4;0,1;0,2;99,8;30,4;6,5;8761,4;2,5;1707,3;0,2049;77,0;84,1;85,4;1,32;0,053;0,00;0,0;0;0;0,2;2;0;0;180,6;94,7;467,2;20,3;120,5;46,7;6,4;17,7;7,881;16,9;0;0;0;0
15164;Ossona;0,6;9,3;0,4;2,9;-2,3;-17,5;2,7;0,0;647,7;2148,6;0,0;0,00;7403,3;65,0;86,8;252,5;33,7;16,1;11,0;11,2;128,9;121,3;0,6;0,0;7,3;3;51;223,5;69,4;0;0,89;0,18;3,7;0,35;114,7;0;0;0;0;0;0;0,0;4;0;3;0,0;-0,11;0,2;13,5;0,0;0,9;0,0;0,0;11,5;6,9;19,1;6,7;0,9;28,3;0,0;0,4;4,7;3,5;0,5;0,6;99,8;29,0;7,2;8623,9;2,5;2044,4;0,1613;77,6;49,5;66,6;1,42;0,039;0,00;0,0;0;0;0,0;0;0;1;408,9;93,7;428,6;19,3;178,0;65,1;8,4;12,7;3,865;12,8;0;0;0;0
15165;Ozzero;0,2;6,5;-1,3;3,1;-6,2;-12,1;2,6;0,0;129,1;1788,1;17,1;0,10;8631,5;74,7;38,9;417,9;28,5;18,9;17,3;10,5;118,6;133,2;0,5;0,0;9,1;3;52,8;285,6;68,6;0;0,87;0,16;6,1;0,95;16,4;0;0;0;0;0;0;0,0;4;0;2;0,0;0,11;0,7;8,1;0,7;0,6;0,0;0,0;11,9;7,2;22,5;11,0;0,5;29,1;0,0;0,3;2,0;0,2;0,2;0,5;99,7;26,7;5,4;8964,9;4,0;2385,4;0,1661;79,5;52,0;187,7;1,25;0,043;0,00;0,0;0;0;0,4;1;0;1;830,5;91,8;400,6;13,8;132,6;72,8;1,4;15,9;11,168;6,7;0;0;0;0
15166;Paderno Dugnano;-0,4;2,9;-1,1;3,9;3,9;-13,7;2,3;0,0;2873,2;4085,1;0,6;0,00;6291,5;64,7;98,5;155,5;19,9;34,8;10,6;6,5;142,9;133,9;0,6;0,0;5,8;24;50,7;286,8;69,2;0;0,88;0,23;4,9;0,25;7,2;0;1;0;0;1;1;0,0;4;0;4;3,3;0,62;0,2;16,9;0,0;1,4;0,0;1,0;11,3;7,8;28,0;6,3;1,1;26,6;3,0;0,6;1,1;7,9;0,1;0,6;99,9;28,4;6,9;8676,4;1,9;1541,2;0,1871;78,3;60,6;104,0;1,33;0,047;0,00;0,0;0;0;0,3;65;1;2;183,6;86,4;448,8;17,0;107,0;50,3;14,7;14,7;9,806;16,6;0;0;0;0
15167;Pantigliate;0,3;9,6;-2,4;2,4;1,8;-14,5;1,0;0,1;866,8;3673,3;0,4;0,00;8186,8;67,1;96,9;151,6;21,4;46,2;18,9;11,1;117,1;117,7;1;0,0;7,2;4;53,3;276;71;0;0,89;0,15;5,2;0,47;0,0;0;0;0;0;2;1;0,0;4;0;4;0,0;0,09;0,2;13,6;0,2;0,7;0,0;0,0;14,9;6,8;24,8;7,1;1,0;21,5;0,0;0,4;0,3;5,4;0,0;0,0;99,9;26,1;5,8;8884,9;2,3;1946,7;0,1857;74,3;67,4;119,9;1,31;0,060;0,00;0,0;0;0;1,1;0;0;0;203,5;88,8;490,9;18,6;134,0;62,5;4,6;16,1;7,692;16,3;0;0;0;0
15168;Parabiago;0,6;7,4;-0,6;1,4;4,3;-11,6;2,1;-0,1;1589,3;3365,1;1,0;0,01;6121,0;72,1;99,1;176,9;28,9;29,9;12,9;11,3;145,2;122,4;0,6;0,0;7,2;16;52,1;272,8;68,8;0;0,87;0,22;5,5;0,03;3,1;0;1;0;0;0;0;0,0;4;1;3;0,0;0,39;0,2;13,4;0,0;0,9;0,0;0,4;13,0;7,1;30,4;6,6;1,0;24,6;3,3;0,4;2,7;7,0;0,2;1,0;99,8;27,7;6,1;8833,5;2,3;1823,6;0,1858;82,9;43,4;141,0;1,35;0,040;0,00;0,0;0;0;1,0;104;1;1;219,9;92,8;413,1;13,5;102,1;63,0;11,2;16,9;9,087;17,9;0;0;0;0
15169;Paullo;0,6;7,1;1,0;3,7;1,3;-16,3;3,1;0,0;906,8;5114,9;1,2;0,01;7407,0;62,8;87,2;229,3;25,4;47,3;13,3;8,3;129,4;125,2;0,7;0,0;7,1;5;51,8;259,6;70,7;0;0,90;0,15;5,2;-0,13;2,2;0;0;0;0;0;0;0,0;4;0;3;0,0;0,32;0,2;15,4;0,0;1,2;0,0;0,0;18,0;7,5;27,5;7,8;1,2;26,3;0,3;0,5;2,2;5,9;0,0;1,5;99,8;26,5;9,3;8252,7;3,0;1318,0;0,1803;75,4;74,4;102,4;1,37;0,065;0,00;0,0;0;0;0,4;9;0;1;193,0;90,1;333,1;20,2;100,5;67,4;4,4;15,5;10,460;17,8;0;0;0;0
15170;Pero;0,7;-1,8;0,5;3,7;-2,6;-14,3;2,1;0,0;2598,8;3641,3;6,5;0,06;5691,8;50,2;99,7;184,2;19,0;30,1;3,0;3,7;154,2;124,9;0,7;48,6;5,9;6;51,7;281,4;69,4;0;0,89;0,24;4,5;2,03;241,7;0;0;0;0;0;0;0,0;4;0;3;0,0;1,10;0,2;26,8;0,1;1,2;0,0;0,0;14,1;7,6;29,1;7,7;0,8;26,9;1,0;0,5;3,1;7,7;0,1;0,4;99,8;32,7;9,6;8212,6;2,7;1760,2;0,1791;71,1;69,3;91,6;1,29;0,044;0,00;0,0;0;0;2,0;306;4;0;289,9;93,1;689,5;21,7;150,5;43,8;7,4;13,4;11,423;12,7;0;0;0;0
15171;Peschiera Borromeo;0,6;9,6;0,3;3,6;-0,3;-17,3;2,0;-0,1;1010,8;4102,2;1,9;0,00;5466,0;68,1;75,5;203,6;25,4;26,4;14,6;6,5;108,7;146,0;0,8;2,3;4,7;11;55,8;368;71,9;0;0,87;0,19;5,3;1,43;18,4;0;0;0;0;0;1;0,0;4;0;4;0,0;0,66;0,3;16,3;0,0;0,8;0,0;0,0;7,6;6,0;26,8;5,5;0,9;23,0;0,0;0,3;2,2;5,1;0,3;0,3;99,9;26,3;5,3;8982,7;3,5;1906,7;0,2196;80,1;75,5;105,5;1,28;0,056;0,00;0,0;0;0;1,7;5;3;1;296,5;94,7;476,5;12,9;134,7;53,2;5,3;18,5;6,831;19,2;0;0;0;0
15172;Pessano con Bornago;0,0;15,9;-1,5;2,4;1,3;-18,6;2,8;0,1;1198,8;3351,6;3,3;0,01;6397,9;65,6;98,3;190,2;20,0;33,6;13,7;6,4;96,3;136,3;0,9;0,0;6,3;7;56;293,3;74,5;0;0,91;0,20;4,7;0,30;0,0;0;0;0;0;0;0;0,0;4;0;3;0,0;0,16;0,2;15,4;0,1;1,1;0,3;0,0;11,1;6,5;22,5;5,0;0,8;26,6;0,0;0,4;1,2;2,4;0,1;0,4;99,8;27,8;6,1;8839,5;2,4;2776,4;0,1786;87,2;37,9;149,9;1,28;0,069;0,00;0,0;0;0;2,4;85;2;0;296,7;95,6;391,9;16,8;111,7;61,5;9,5;16,6;6,357;14,7;0;0;0;0
15173;Pieve Emanuele;1,7;-2,4;-0,9;7,3;-10,2;-7,6;1,5;0,0;990,8;3169,3;1,0;0,01;6614,8;64,2;53,3;174,1;22,5;19,1;18,1;-6,7;98,2;118,7;1;122,8;5,9;12;56,9;245,9;71,1;0;0,90;0,15;4,3;0,35;132,7;0;0;0;0;0;0;0,0;4;0;3;0,0;0,26;0,3;20,7;0,1;1,4;0,6;0,0;19,1;7,2;26,9;7,4;1,0;21,5;0,0;0,6;1,2;3,6;0,1;0,0;99,8;29,2;7,8;8520,8;2,6;2065,6;0,1682;87,7;84,0;73,5;1,21;0,054;0,00;0,0;0;0;1,0;1;0;0;214,0;94,4;450,5;14,5;158,7;42,1;3,9;14,4;4,893;10,7;0;0;0;0
15175;Pioltello;0,3;1,6;-2,6;3,8;-2,2;-13,9;2,6;0,0;2310,5;5273,9;1,4;0,00;8405,7;53,8;95,5;163,1;15,9;34,7;6,4;5,8;98,5;111,8;0,9;2,6;9,9;15;52,8;235,8;68,3;0;0,90;0,21;5,5;0,33;2,7;0;0;0;0;2;0;0,0;4;1;4;0,0;0,06;0,2;18,3;0,0;3,1;0,1;0,2;18,4;8,8;28,3;10,8;1,6;26,5;1,3;1,3;2,3;4,0;0,2;0,4;99,6;31,5;21,7;6250,7;3,6;1807,7;0,1915;79,1;67,4;93,1;1,38;0,058;0,00;0,0;0;0;0,0;0;0;1;155,8;90,1;389,8;27,1;117,9;49,8;4,2;13,2;9,135;16,2;0;0;0;0
15176;Pogliano Milanese;0,3;5,0;-1,5;2,3;-1,5;-13,0;2,3;-0,1;1594,7;3011,5;1,0;0,01;8522,8;70,6;97,6;214,8;23,9;23,7;4,3;4,8;124,6;131,6;0,7;0,0;6;3;52;305,4;68,9;0;0,86;0,19;5,1;0,58;2,0;0;0;0;0;0;0;0,0;4;0;3;0,0;0,01;0,2;13,0;0,0;0,7;0,0;0,0;12,7;6,8;26,3;6,7;1,1;23,9;0,0;0,4;1,4;5,2;0,2;0,0;99,9;32,8;5,9;8871,6;2,1;2225,6;0,1828;81,1;57,6;131,1;1,35;#N/D;0,00;0,0;0;0;4,6;212;3;0;227,8;77,4;426,8;13,6;110,8;68,7;14,8;14,5;17,253;15,8;0;0;0;0
15177;Pozzo d'Adda;1,8;40,6;-1,2;-4,3;-0,2;-6,5;2,6;-0,1;1021,4;2693,2;2,0;0,00;8043,6;69,9;47,1;166,8;22,5;16,5;41,4;52,6;82,7;97,0;1,4;0,0;11,9;5;60,4;171;70,2;0;0,89;0,10;7,4;-0,10;0,0;0;0;0;0;0;0;0,0;4;0;3;0,0;-0,14;0,0;15,6;0,4;1,3;0,0;0,0;19,8;6,9;20,1;7,2;0,9;27,0;0,0;0,5;1,2;2,3;0,0;0,0;99,8;18,1;10,5;8057,9;4,7;3111,5;0,1715;95,5;48,8;84,8;1,29;0,084;0,00;0,0;0;0;0,0;0;0;1;280,3;79,0;417,2;8,5;110,8;63,5;12,2;15,8;7,726;15,6;0;0;0;0
15178;Pozzuolo Martesana;1,1;15,0;-2,7;1,1;2,5;-17,0;2,9;0,1;468,1;2782,4;1,9;0,00;8351,9;64,8;56,6;264,0;21,9;27,4;18,7;9,5;117,1;130,8;0,7;0,0;8;10;55,1;286;72,2;0;0,89;0,15;5,4;0,02;0,0;0;0;0;0;0;0;0,0;4;1;3;0,0;-0,14;0,3;18,7;0,1;1,2;0,0;0,0;12,4;6,7;27,5;6,2;0,8;28,5;0,0;0,5;1,2;5,8;0,1;1,7;99,8;25,4;6,6;8738,6;2,3;2153,1;0,1731;95,3;34,2;93,8;1,34;0,076;0,00;0,0;0;0;0,3;10;1;0;429,5;94,4;422,1;13,1;101,3;69,1;6,9;14,5;6,216;16,1;0;0;0;0
15179;Pregnana Milanese;0,8;8,7;0,0;4,8;0,9;-18,5;1,4;0,0;1341,2;2446,0;1,6;0,01;7099,2;65,4;98,1;196,1;24,7;16,2;20,7;15,2;129;115,8;0,6;0,0;8;4;55,4;251,4;71,5;0;0,88;0,18;5,7;0,64;45,9;0;0;0;0;0;0;0,0;4;0;3;0,0;-0,05;0,1;15,7;0,1;0,9;0,0;0,0;11,0;5,8;18,1;6,4;0,6;23,0;0,0;0,3;1,9;5,3;0,1;0,4;99,8;26,9;4,8;9063,6;2,5;2286,0;0,1716;84,7;38,6;90,4;1,27;0,041;0,00;0,0;0;0;9,6;71;6;1;339,3;78,6;385,9;17,2;154,8;62,0;9,1;16,1;14,974;14,6;0;0;0;0
15181;Rescaldina;0,1;8,8;1,0;1,3;-1,5;-16,8;1,5;0,0;1552,4;3069,9;0,1;0,00;7163,4;70,8;98,2;168,1;27,9;32,3;6,1;6,6;137,4;126,4;0,5;0,0;6,9;7;51,4;283,1;70,1;0;0,89;0,23;5,3;0,58;0,6;0;1;0;0;1;0;0,0;4;0;4;0,0;0,00;0,1;14,9;0,1;1,2;0,0;0,0;11,5;7,0;28,7;8,5;0,8;24,5;0,3;0,5;3,3;2,6;0,0;2,0;99,7;31,7;7,2;8636,9;2,5;2992,3;0,1894;90,3;51,8;105,9;1,39;0,039;0,00;0,0;0;0;0,1;0;0;0;254,3;86,5;399,5;13,6;103,2;57,3;12,6;14,7;5,328;16,1;0;0;0;0
15182;Rho;-0,1;-1,7;-0,6;4,3;5,3;-15,8;1,7;0,0;2331,8;3773,1;0,5;0,00;6258,6;63,4;90,8;194,6;23,0;32,2;9,4;2,2;170,1;124,8;0,8;0,0;5,9;35;50,1;288,4;68,9;0;0,87;0,29;5,8;0,40;13,2;0;0;1;0;0;0;0,0;4;1;3;7,1;0,54;0,3;16,7;0,1;1,1;0,0;0,8;12,4;7,4;26,1;8,1;1,1;26,5;3,0;0,5;2,6;9,2;0,2;0,8;99,7;31,0;7,3;8617,9;2,7;1511,4;0,1892;74,9;75,2;102,6;1,32;0,042;0,00;0,0;0;0;9,2;3581;62;6;225,4;95,4;619,9;19,3;107,2;52,6;5,8;14,4;11,814;20,6;0;0;0;0
15183;Robecchetto con Induno;0,0;11,4;-0,7;2,6;5,7;-10,1;2,1;0,1;311,6;1699,6;4,5;0,03;8099,9;70,9;88,3;335,0;38,6;10,2;15,3;13,0;132,3;127,7;0,7;0,0;7,4;3;52,3;284,3;67,9;0;0,88;0,31;4,4;0,30;16,7;0;0;0;0;0;0;0,0;4;0;3;0,0;-0,13;0,2;7,9;0,2;0,8;0,0;0,0;17,2;6,3;29,8;9,5;1,0;24,8;0,0;0,4;2,0;10,8;0,1;0,3;99,8;25,7;6,4;8775,1;1,6;4859,1;0,1826;102,4;70,8;90,5;1,35;0,038;0,00;0,0;0;0;13,9;13;3;0;432,5;78,6;443,7;18,8;82,0;69,4;1,5;15,8;3,809;14,0;0;0;0;0
15184;Robecco sul Naviglio;-0,3;15,2;-2,4;5,6;8,5;-18,0;2,3;0,1;245,7;1876,6;3,7;0,03;8003,9;72,7;56,2;380,4;28,5;18,9;15,8;8,9;114,5;127,1;0,5;0,0;7,3;2;55,1;291,5;70,9;0;0,87;0,17;5,1;-0,10;0,3;0;0;0;0;0;0;0,0;3;0;3;0,0;-0,07;0,1;10,3;0,1;0,5;0,7;0,0;8,7;5,6;25,0;6,3;0,8;25,7;1,3;0,2;2,0;15,2;0,0;0,3;99,8;24,1;4,0;9221,8;2,5;2951,6;0,1946;87,7;118,9;64,2;1,33;0,040;0,00;0,0;0;0;10,9;13;1;0;353,3;79,7;352,3;12,7;106,2;59,8;2,2;15,0;6,093;17,4;0;0;0;0
15185;Rodano;0,8;0,0;1,5;6,1;3,8;-15,8;1,2;0,2;332,5;2154,0;2,3;0,02;6390,8;72,3;35,3;262,3;37,7;13,9;9,6;1,3;107,4;126,0;1,1;520,0;6;5;54,7;323,3;69,1;0;0,85;0,12;7,8;1,28;0,5;0;0;0;0;0;0;0,0;4;0;3;0,0;-0,02;0,2;12,2;0,2;0,8;0,0;0,0;9,6;6,0;24,6;5,5;0,9;19,8;0,3;0,3;2,4;8,5;0,2;0,8;99,7;28,3;5,4;8952,4;2,8;2519,9;0,2052;85,8;52,7;72,2;1,35;0,060;0,00;0,0;0;0;0,0;0;0;2;465,4;96,2;512,6;10,5;133,0;70,2;4,7;14,4;3,964;16,6;0;0;0;0
15188;Rosate;0,9;20,2;-0,2;1,5;1,3;-15,8;1,6;0,2;260,9;3092,6;4,2;0,02;7856,8;63,4;62,1;214,3;25,4;34,3;7,9;12,2;113,3;136,6;0,5;3,1;7,3;4;54,5;276,8;69,4;0;0,87;0,19;5,4;0,49;13,8;0;0;0;0;0;0;0,0;3;0;3;0,0;0,33;0,2;14,9;0,0;1,2;0,0;0,0;12,5;5,7;22,9;9,4;1,1;26,0;0,0;0,5;2,6;6,7;0,0;0,1;99,9;24,2;7,2;8639,9;2,4;2274,3;0,1845;89,6;51,5;66,8;1,34;0,046;0,00;0,0;0;0;0,0;0;0;0;352,8;95,6;436,0;19,4;104,4;62,9;2,5;15,2;5,093;12,3;0;0;0;0
15189;Rozzano;0,6;3,1;-1,5;2,7;0,3;-9,6;2,3;-0,2;3255,6;6263,8;0,6;0,00;5112,0;58,2;99,5;185,7;13,7;46,4;12,9;6,9;139,9;123,4;1,3;0,0;6,8;25;50,1;269,1;70,3;0;0,90;0,24;5,2;0,93;2,3;0;1;0;0;1;1;0,0;4;0;3;16,8;1,42;0,2;19,9;0,0;1,7;0,0;0,0;16,9;9,2;28,8;8,9;1,6;23,3;2,7;0,7;0,5;4,6;0,2;0,1;99,8;30,6;8,3;8425,3;2,9;1303,1;0,1822;78,1;84,5;64,9;1,30;0,050;0,00;0,0;0;0;0,5;7;0;0;116,8;73,0;432,7;20,9;144,6;43,9;5,7;13,9;19,780;13,3;0;0;0;0
15191;San Colombano al Lambro;-0,3;2,6;-1,5;5,1;-3,5;-16,8;2,6;-0,3;376,0;2246,9;5,0;0,02;8727,4;63,9;77,0;304,1;37,6;24,9;5,8;8,1;191,1;140,0;0,8;0,0;5,2;2;47,5;271,4;65,2;0;0,87;0,30;5,2;-0,04;1,3;0;1;0;0;0;0;0,4;3;0;4;0,0;0,69;0,3;14,9;0,1;0,7;0,0;0,0;14,0;7,3;27,5;8,0;1,4;27,4;1,0;0,3;1,9;11,9;0,0;0,4;99,7;31,2;7,1;8646,2;3,5;1312,4;0,1980;75,9;61,5;94,3;1,41;0,081;0,00;0,0;0;0;1,9;1;0;0;427,6;83,2;459,2;19,1;158,7;56,7;5,2;15,2;8,975;17,0;0;0;0;0
15192;San Donato Milanese;-0,1;-0,5;1,7;3,0;-1,3;-9,0;1,0;-0,1;3244,7;7180,4;0,3;0,00;5940,9;51,4;89,9;300,1;29,1;29,2;6,7;-0,2;151,9;134,9;0,8;24,6;4,3;20;50,2;374;72,7;0;0,87;0,29;6,4;1,44;41,3;0;0;0;0;0;0;0,0;4;0;4;10,8;2,77;0,3;22,1;0,2;1,5;0,0;0,3;5,7;6,4;25,2;5,8;1,1;24,8;3,7;0,6;2,6;6,8;0,2;0,0;99,8;30,2;10,1;8102,0;3,2;1187,3;0,2272;71,9;61,6;108,2;1,27;0,054;0,00;0,0;0;0;1,3;0;0;1;141,6;92,5;450,6;25,1;140,4;50,0;4,0;37,9;21,682;25,5;0;0;0;0
15194;San Giorgio su Legnano;0,2;4,0;1,4;1,3;3,5;-18,4;2,2;0,1;2390,7;3297,2;0,1;0,00;8202,9;67,7;100,0;94,6;27,6;22,3;15,7;10,3;151,1;118,0;0,6;0,0;7,1;2;51;258,5;68,7;0;0,87;0,13;5,5;-0,07;4,8;0;0;0;0;0;0;0,0;4;0;3;0,0;0,08;0,1;13,7;0,1;1,2;0,0;0,0;15,3;7,8;28,6;6,7;0,9;28,1;0,0;0,5;3,2;7,1;0,0;0,8;99,8;27,5;8,4;8423,4;2,9;2723,1;0,1797;81,1;38,1;129,8;1,38;#N/D;0,00;0,0;0;0;0,0;0;0;0;196,8;92,3;459,2;18,2;86,7;54,9;23,1;13,8;7,269;17,0;0;0;0;0
15195;San Giuliano Milanese;0,7;4,7;-2,2;2,2;-0,4;-10,1;1,9;0,1;1079,8;4260,8;0,5;0,00;4968,8;59,4;87,5;208,6;18,7;31,2;7,9;14,4;117,8;114,9;1,2;15,6;8,4;22;53,4;241,9;70,3;0;0,89;0,24;6,3;0,58;0,6;0;0;0;0;0;2;0,0;4;1;4;0,0;0,47;0,2;21,2;0,0;2,3;0,4;0,0;14,0;8,3;26,9;7,4;1,0;26,2;1,0;0,9;1,5;4,6;0,2;1,7;99,8;34,3;13,3;7571,4;3,3;1706,0;0,1844;78,2;59,0;91,4;1,29;0,056;0,00;0,0;0;0;1,0;1;0;4;201,8;92,7;455,7;17,8;143,4;50,3;6,0;14,7;9,754;14,4;1;0;0;0
15200;Santo Stefano Ticino;1,1;14,6;-3,3;2,9;5,5;-13,5;2,2;-0,1;773,4;2284,4;2,8;0,02;7909,9;64,3;89,8;211,0;23,4;10,7;22,1;22,5;103;110,2;0,8;0,0;9,5;2;57,7;212,6;70,1;0;0,89;0,14;7,1;-0,08;2,6;0;0;0;0;0;0;0,0;4;1;3;0,0;-0,10;0,2;15,9;0,4;1,7;0,0;0,0;13,3;5,7;22,3;7,0;1,0;24,5;0,7;0,8;0,7;12,6;0,0;0,4;99,8;23,9;7,1;8643,8;2,2;3626,2;0,1808;90,0;44,6;111,6;1,32;0,040;0,00;0,0;0;0;0,0;0;0;0;302,4;95,1;413,2;17,9;120,0;61,8;8,1;14,4;7,472;20,4;0;0;0;0
15201;San Vittore Olona;0,3;10,0;-2,3;3,5;4,0;-17,1;1,3;0,1;2060,1;3488,9;0,4;0,00;7770,5;74,2;99,1;152,7;26,8;28,2;11,0;10,0;138,7;130,9;0,9;0,0;8;4;51,3;293,7;69,6;0;0,87;0,14;3,8;0,21;107,1;0;0;0;0;0;1;0,0;4;0;3;0,0;0,05;0,1;10,9;0,1;1,2;0,0;0,0;11,2;7,4;28,3;8,3;1,2;27,5;0,0;0,6;2,2;8,0;0,1;0,7;99,8;30,7;6,2;8812,4;2,7;1882,8;0,1941;84,6;61,6;137,0;1,35;0,039;0,00;0,0;0;0;22,3;366;8;0;189,3;86,6;404,6;14,3;129,4;59,6;13,5;15,0;5,870;15,4;0;0;0;0
15202;San Zenone al Lambro;1,4;23,4;-1,1;4,5;-1,9;-13,3;2,1;-0,2;367,8;2752,9;0,8;0,00;9365,0;67,0;42,1;337,8;25,5;14,5;17,3;16,9;83,3;113,2;1,3;0,0;8,4;2;58;238,4;70,7;0;0,90;0,12;4,8;-0,32;49,5;0;0;0;0;0;0;0,0;4;1;3;0,0;-0,14;0,2;20,8;0,2;0,5;0,0;0,0;14,5;5,6;23,8;7,7;1,1;21,6;0,0;0,2;1,6;2,8;0,0;0,0;99,6;25,2;5,0;9032,2;1,8;1480,6;0,1651;100,3;36,2;101,6;1,31;0,062;0,00;0,0;0;0;4,1;1;0;0;303,9;90,6;405,8;10,5;129,4;63,7;4,7;17,8;6,047;15,2;0;0;0;0
15204;Sedriano;1,2;13,2;0,8;2,9;1,8;-12,1;3,2;-0,1;1014,4;3676,5;3,9;0,01;8075,2;64,4;76,5;238,7;23,8;32,3;12,7;8,8;107,2;127,1;0,6;0,0;7,6;9;53,6;278,6;71,6;0;0,90;0,13;5,8;-0,19;3,6;0;0;0;0;0;0;0,0;4;0;3;0,0;0,21;0,2;15,4;0,1;0,8;0,0;0,0;13,6;7,6;31,2;7,0;1,0;27,0;0,3;0,3;3,4;7,9;0,1;1,5;99,8;26,0;7,6;8555,6;2,9;1373,5;0,1753;84,4;40,9;97,8;1,36;0,041;0,00;0,0;0;0;0,0;0;0;0;186,3;93,9;397,6;18,5;106,1;58,0;6,4;14,3;8,436;16,5;0;0;0;0
15205;Segrate;0,4;1,8;-1,5;3,1;-0,7;-12,2;1,6;-0,1;2340,8;3886,7;1,7;0,02;9827,8;62,0;70,1;233,6;32,9;20,6;4,0;2,3;141,3;136,9;0,6;33,4;4,3;22;52,5;415,5;71,6;0;0,86;0,22;6;1,94;17,2;0;0;0;0;1;1;0,0;4;1;4;0,0;0,62;0,2;17,6;0,1;1,3;0,0;0,0;8,1;5,6;22,4;6,2;1,2;22,6;1,3;0,6;0,7;5,4;0,6;1,3;99,8;28,1;8,1;8458,4;3,2;1491,3;0,2461;75,4;81,8;94,3;1,32;0,055;0,00;0,0;0;0;0,0;0;0;1;262,7;94,1;580,0;17,4;165,5;56,9;9,1;16,1;32,411;23,8;2;0;0;0
15206;Senago;0,5;7,2;-1,6;1,8;1,0;-17,1;1,3;0,0;1956,4;3887,4;0,8;0,00;6287,4;68,3;84,3;152,8;18,1;38,1;14,4;7,0;117,2;126,7;0,8;0,0;6,7;11;53,1;273,9;70,4;0;0,89;0,20;4,7;0,18;5,8;0;1;0;0;0;0;0,0;4;0;3;0,0;0,48;0,2;12,1;0,1;1,5;0,0;0,0;12,0;6,9;23,9;7,4;1,1;26,7;0,7;0,7;1,7;4,3;0,4;1,1;99,7;28,1;5,7;8894,9;2,3;1902,3;0,1756;84,3;58,8;96,8;1,35;0,044;0,00;0,0;0;0;1,5;101;2;0;159,3;82,1;419,1;16,6;89,0;53,2;9,3;13,3;7,115;12,9;0;0;0;0
